Model	Run	General	Family
grambank	0	87.35955056179775	71.3681801886581
grambank	1	87.35955056179775	77.59105042486281
grambank	2	85.67415730337079	74.00397640033636
grambank	3	87.64044943820225	77.21685334199402
grambank	4	88.76404494382022	70.2014977359805
grambank	5	89.04494382022472	77.38154178643336
grambank	6	88.20224719101124	81.26654028072997
grambank	7	90.4494382022472	75.03948192526539
grambank	8	86.23595505617978	76.72377080913667
grambank	9	87.64044943820225	82.75637215895073
grambank	10	87.35955056179775	76.965286891288
grambank	11	86.79775280898876	74.21702509405044
grambank	12	86.23595505617978	74.74404646774875
grambank	13	85.11235955056179	66.3794602382613
grambank	14	89.6067415730337	79.7734588083466
grambank	15	89.32584269662921	85.97265766057836
grambank	16	87.64044943820225	80.31389988429899
grambank	17	84.8314606741573	64.11333343732124
grambank	18	88.20224719101124	74.64592275037106
grambank	19	88.20224719101124	78.51803691064977
grambank	20	90.1685393258427	80.53052519328179
grambank	21	88.48314606741573	78.98273529199756
grambank	22	84.26966292134831	71.59088605600631
grambank	23	86.51685393258427	72.46210341251017
grambank	24	90.1685393258427	76.92307624804307
grambank	25	83.42696629213484	66.86343747624686
grambank	26	86.51685393258427	74.0112496967577
grambank	27	89.88764044943821	79.78780093568776
grambank	28	87.92134831460675	76.05740608184647
grambank	29	89.88764044943821	75.63689217758986
grambank	30	85.95505617977528	74.49876866421091
grambank	31	88.48314606741573	70.56230694503796
grambank	32	86.51685393258427	73.35189266071619
grambank	33	87.07865168539325	77.99934683979681
grambank	34	87.64044943820225	69.31778457839897
grambank	35	88.20224719101124	78.68417424869038
grambank	36	88.20224719101124	72.54165791807556
grambank	37	85.95505617977528	64.0677532344199
grambank	38	87.64044943820225	77.74046484307208
grambank	39	89.88764044943821	74.51211615182203
grambank	40	86.51685393258427	69.77693795904136
grambank	41	89.04494382022472	81.64396266012508
grambank	42	87.07865168539325	74.01366487864378
grambank	43	88.20224719101124	73.95050943347974
grambank	44	85.95505617977528	66.7195166968281
grambank	45	87.92134831460675	80.98614611025958
grambank	46	86.51685393258427	77.60404131852995
grambank	47	88.48314606741573	78.85586029410432
grambank	48	87.07865168539325	77.91936725414281
grambank	49	87.92134831460675	76.20262850739525
grambank	50	89.04494382022472	77.82129402093149
grambank	51	88.20224719101124	73.27132317573493
grambank	52	86.79775280898876	72.95969849776357
grambank	53	88.76404494382022	77.70242178123505
grambank	54	85.95505617977528	74.80971048271144
grambank	55	85.95505617977528	72.35511258767073
grambank	56	90.4494382022472	82.31060606060606
grambank	57	85.95505617977528	80.97895300301681
grambank	58	87.07865168539325	69.60052935647944
grambank	59	90.73033707865169	78.12575512162798
grambank	60	86.23595505617978	73.61555741369419
grambank	61	91.29213483146067	83.02313735123582
grambank	62	89.6067415730337	77.31910547313024
grambank	63	86.23595505617978	72.00869175709714
grambank	64	87.92134831460675	74.30062269133124
grambank	65	90.73033707865169	79.77991567436882
grambank	66	85.11235955056179	67.45086393759277
grambank	67	87.64044943820225	71.8499764032551
grambank	68	87.35955056179775	73.99850173598568
grambank	69	89.04494382022472	77.3540653159127
grambank	70	87.35955056179775	75.84911616161617
grambank	71	82.58426966292134	73.80428214407802
grambank	72	89.32584269662921	73.84730358577853
grambank	73	89.88764044943821	79.3373273551845
grambank	74	87.92134831460675	80.68871409210635
grambank	75	87.92134831460675	79.8621728520162
grambank	76	88.76404494382022	77.07293626351003
grambank	77	86.51685393258427	76.35533887683181
grambank	78	87.07865168539325	75.7007128566362
grambank	79	88.76404494382022	78.57638408521653
grambank	80	85.95505617977528	70.10491256729287
grambank	81	87.35955056179775	78.01735925331431
grambank	82	90.1685393258427	77.92930223847684
grambank	83	90.4494382022472	78.03335287603413
grambank	84	83.14606741573034	72.389103898375
grambank	85	85.11235955056179	70.55421543226421
grambank	86	87.07865168539325	76.18445145706717
grambank	87	87.07865168539325	75.236100507115
grambank	88	89.88764044943821	80.09742871507578
grambank	89	92.13483146067416	80.43676816512473
grambank	90	89.32584269662921	75.5531091099291
grambank	91	86.79775280898876	72.28416569879984
grambank	92	87.92134831460675	72.18595185013544
grambank	93	85.11235955056179	72.52163033824347
grambank	94	91.29213483146067	79.62172388335179
grambank	95	87.64044943820225	81.85814473549766
grambank	96	86.79775280898876	67.36189330851272
grambank	97	86.79775280898876	73.94234680905161
grambank	98	87.92134831460675	75.78759157683537
grambank	99	85.95505617977528	73.87520576350363
