Run	Family	Languages	Tested	Score
1	Sino-Tibetan	85	17	100.00
1	Austronesian	301	60	100.00
1	Mande	7	1	0.00
1	Atlantic-Congo	143	29	79.31
1	Pano-Tacanan	10	2	100.00
1	Pama-Nyungan	51	10	100.00
1	Arawakan	31	6	50.00
1	Tupian	15	3	100.00
1	Hmong-Mien	9	2	100.00
1	Indo-European	47	9	100.00
1	Afro-Asiatic	38	8	87.50
1	Tucanoan	10	2	100.00
1	Chocoan	5	1	100.00
1	Chibchan	15	3	66.67
1	Quechuan	6	1	100.00
1	Cariban	11	2	100.00
1	Uto-Aztecan	27	5	80.00
1	Nuclear-Macro-Je	7	1	0.00
1	Nakh-Daghestanian	20	4	100.00
1	Turkic	12	2	100.00
1	Uralic	19	4	100.00
1	Salishan	6	1	100.00
1	Tai-Kadai	5	1	100.00
1	Austroasiatic	54	11	90.91
1	Koiarian	6	1	100.00
1	Nuclear Trans New Guinea	39	8	62.50
1	Mongolic-Khitan	5	1	0.00
1	Dravidian	13	3	100.00
1	Tungusic	8	2	100.00
1	Unclassified	165	33	21.21
2	Sino-Tibetan	85	17	100.00
2	Austronesian	301	60	98.33
2	Mande	7	1	0.00
2	Atlantic-Congo	143	29	89.66
2	Pano-Tacanan	10	2	100.00
2	Pama-Nyungan	51	10	80.00
2	Arawakan	31	6	66.67
2	Tupian	15	3	100.00
2	Hmong-Mien	9	2	100.00
2	Indo-European	47	9	100.00
2	Afro-Asiatic	38	8	100.00
2	Tucanoan	10	2	100.00
2	Chocoan	5	1	100.00
2	Chibchan	15	3	33.33
2	Quechuan	6	1	100.00
2	Cariban	11	2	100.00
2	Uto-Aztecan	27	5	100.00
2	Nuclear-Macro-Je	7	1	0.00
2	Nakh-Daghestanian	20	4	100.00
2	Turkic	12	2	100.00
2	Uralic	19	4	100.00
2	Salishan	6	1	100.00
2	Tai-Kadai	5	1	100.00
2	Austroasiatic	54	11	100.00
2	Koiarian	6	1	100.00
2	Nuclear Trans New Guinea	39	8	75.00
2	Mongolic-Khitan	5	1	100.00
2	Dravidian	13	3	100.00
2	Tungusic	8	2	100.00
2	Unclassified	165	33	15.15
3	Sino-Tibetan	85	17	94.12
3	Austronesian	301	60	100.00
3	Mande	7	1	100.00
3	Atlantic-Congo	143	29	86.21
3	Pano-Tacanan	10	2	100.00
3	Pama-Nyungan	51	10	90.00
3	Arawakan	31	6	100.00
3	Tupian	15	3	66.67
3	Hmong-Mien	9	2	100.00
3	Indo-European	47	9	100.00
3	Afro-Asiatic	38	8	62.50
3	Tucanoan	10	2	100.00
3	Chocoan	5	1	100.00
3	Chibchan	15	3	33.33
3	Quechuan	6	1	100.00
3	Cariban	11	2	50.00
3	Uto-Aztecan	27	5	80.00
3	Nuclear-Macro-Je	7	1	0.00
3	Nakh-Daghestanian	20	4	100.00
3	Turkic	12	2	100.00
3	Uralic	19	4	50.00
3	Salishan	6	1	100.00
3	Tai-Kadai	5	1	100.00
3	Austroasiatic	54	11	100.00
3	Koiarian	6	1	100.00
3	Nuclear Trans New Guinea	39	8	62.50
3	Mongolic-Khitan	5	1	100.00
3	Dravidian	13	3	100.00
3	Tungusic	8	2	100.00
3	Unclassified	165	33	3.03
4	Sino-Tibetan	85	17	100.00
4	Austronesian	301	60	100.00
4	Mande	7	1	0.00
4	Atlantic-Congo	143	29	82.76
4	Pano-Tacanan	10	2	50.00
4	Pama-Nyungan	51	10	80.00
4	Arawakan	31	6	100.00
4	Tupian	15	3	66.67
4	Hmong-Mien	9	2	100.00
4	Indo-European	47	9	100.00
4	Afro-Asiatic	38	8	75.00
4	Tucanoan	10	2	100.00
4	Chocoan	5	1	100.00
4	Chibchan	15	3	66.67
4	Quechuan	6	1	100.00
4	Cariban	11	2	100.00
4	Uto-Aztecan	27	5	80.00
4	Nuclear-Macro-Je	7	1	0.00
4	Nakh-Daghestanian	20	4	100.00
4	Turkic	12	2	100.00
4	Uralic	19	4	100.00
4	Salishan	6	1	100.00
4	Tai-Kadai	5	1	100.00
4	Austroasiatic	54	11	100.00
4	Koiarian	6	1	100.00
4	Nuclear Trans New Guinea	39	8	50.00
4	Mongolic-Khitan	5	1	100.00
4	Dravidian	13	3	100.00
4	Tungusic	8	2	100.00
4	Unclassified	165	33	27.27
5	Sino-Tibetan	85	17	100.00
5	Austronesian	301	60	98.33
5	Mande	7	1	100.00
5	Atlantic-Congo	143	29	86.21
5	Pano-Tacanan	10	2	50.00
5	Pama-Nyungan	51	10	100.00
5	Arawakan	31	6	100.00
5	Tupian	15	3	66.67
5	Hmong-Mien	9	2	100.00
5	Indo-European	47	9	100.00
5	Afro-Asiatic	38	8	100.00
5	Tucanoan	10	2	100.00
5	Chocoan	5	1	100.00
5	Chibchan	15	3	0.00
5	Quechuan	6	1	100.00
5	Cariban	11	2	100.00
5	Uto-Aztecan	27	5	100.00
5	Nuclear-Macro-Je	7	1	0.00
5	Nakh-Daghestanian	20	4	100.00
5	Turkic	12	2	100.00
5	Uralic	19	4	100.00
5	Salishan	6	1	100.00
5	Tai-Kadai	5	1	100.00
5	Austroasiatic	54	11	100.00
5	Koiarian	6	1	100.00
5	Nuclear Trans New Guinea	39	8	25.00
5	Mongolic-Khitan	5	1	0.00
5	Dravidian	13	3	100.00
5	Tungusic	8	2	100.00
5	Unclassified	165	33	15.15
6	Sino-Tibetan	85	17	100.00
6	Austronesian	301	60	100.00
6	Mande	7	1	100.00
6	Atlantic-Congo	143	29	96.55
6	Pano-Tacanan	10	2	100.00
6	Pama-Nyungan	51	10	100.00
6	Arawakan	31	6	83.33
6	Tupian	15	3	100.00
6	Hmong-Mien	9	2	100.00
6	Indo-European	47	9	100.00
6	Afro-Asiatic	38	8	87.50
6	Tucanoan	10	2	100.00
6	Chocoan	5	1	100.00
6	Chibchan	15	3	66.67
6	Quechuan	6	1	100.00
6	Cariban	11	2	100.00
6	Uto-Aztecan	27	5	100.00
6	Nuclear-Macro-Je	7	1	0.00
